ID ,Producto,Km, Tipo, Costo
1,CELULAR_MOTOG6,14,1,1268
3,CELULAR_MOTOG6,46,1,3412
12,CELULAR_MOTOG6,64,1,5450
13,MOUSE_GENIUS,93,1,7770
14,MOUSE_GENIUS,69,1,5850
15,TV_LG_54,88,1,7370
16,TECLADO_ESP,45,1,3345
20,MOUSE_GENIUS,63,1,5370
23,TECLADO_ESP,88,1,7370
27,NOTEBOOK_HP,15,1,1335
29,NOTEBOOK_HP,42,1,3144
34,CELULAR_MOTOG5,59,1,5050
35,TV_LG_54,28,1,2206
38,CELULAR_MOTOG5,92,1,7690
49,CELULAR_MOTOG6,87,1,7290
50,CELULAR_MOTOG6,19,1,1603
51,TV_LG_54,77,1,6490
52,CELULAR_MOTOG5,87,1,7290
53,MOUSE_GENIUS,16,1,1402
58,TECLADO_ESP,21,1,1737
59,TECLADO_ESP,42,1,3144
60,TECLADO_ESP,35,1,2675
61,MOUSE_GENIUS,98,1,8170
65,CELULAR_MOTOG5,63,1,5370
67,CELULAR_MOTOG6,34,1,2608
74,NOTEBOOK_HP,80,1,6730
76,MONITOR_SAMSUNG_24,17,1,1469
82,CELULAR_MOTOG6,101,1,8410
90,MOUSE_GENIUS,50,1,3680
95,CELULAR_MOTOG6,48,1,3546
96,CELULAR_MOTOG6,58,1,4970
98,NOTEBOOK_HP,83,1,6970
101,TV_LG_54,23,1,1871
104,MONITOR_SAMSUNG_24,44,1,3278
105,MOUSE_GENIUS,95,1,7930
107,MOUSE_GENIUS,22,1,1804
112,CELULAR_MOTOG5,31,1,2407
117,MONITOR_SAMSUNG_24,45,1,3345
118,CELULAR_MOTOG5,29,1,2273
119,CELULAR_MOTOG6,24,1,1938
121,MONITOR_SAMSUNG_24,69,1,5850
123,TECLADO_ESP,71,1,6010
126,CELULAR_MOTOG5,16,1,1402
129,MONITOR_SAMSUNG_24,16,1,1402
133,MONITOR_SAMSUNG_24,26,1,2072
137,NOTEBOOK_HP,12,1,1134
138,MOUSE_GENIUS,28,1,2206
139,MOUSE_GENIUS,80,1,6730
143,MOUSE_GENIUS,88,1,7370
144,CELULAR_MOTOG5,107,1,8890
146,TV_LG_54,66,1,5610
147,MOUSE_GENIUS,10,1,1000
148,TECLADO_ESP,72,1,6090
151,CELULAR_MOTOG6,53,1,4570
153,MOUSE_GENIUS,99,1,8250
154,TECLADO_ESP,79,1,6650
156,NOTEBOOK_HP,71,1,6010
159,CELULAR_MOTOG5,17,1,1469
162,TECLADO_ESP,98,1,8170
167,MONITOR_SAMSUNG_24,101,1,8410
169,TECLADO_ESP,38,1,2876
170,TV_LG_54,12,1,1134
171,MOUSE_GENIUS,30,1,2340
172,TECLADO_ESP,91,1,7610
173,NOTEBOOK_HP,63,1,5370
177,MOUSE_GENIUS,87,1,7290
178,CELULAR_MOTOG5,89,1,7450
181,TV_LG_54,48,1,3546
184,NOTEBOOK_HP,14,1,1268
186,MOUSE_GENIUS,43,1,3211
188,TV_LG_54,74,1,6250
189,MOUSE_GENIUS,107,1,8890
192,MONITOR_SAMSUNG_24,82,1,6890
194,MONITOR_SAMSUNG_24,54,1,4650
195,MONITOR_SAMSUNG_24,64,1,5450
197,CELULAR_MOTOG5,15,1,1335
206,CELULAR_MOTOG6,22,1,1804
208,MOUSE_GENIUS,33,1,2541
212,TECLADO_ESP,107,1,8890
213,TV_LG_54,66,1,5610
219,NOTEBOOK_HP,27,1,2139
220,MOUSE_GENIUS,15,1,1335
223,MONITOR_SAMSUNG_24,47,1,3479
224,TECLADO_ESP,22,1,1804
232,CELULAR_MOTOG6,83,1,6970
236,MONITOR_SAMSUNG_24,85,1,7130
237,MOUSE_GENIUS,57,1,4890
243,NOTEBOOK_HP,52,1,4490
252,CELULAR_MOTOG5,57,1,4890
258,MOUSE_GENIUS,46,1,3412
260,TECLADO_ESP,11,1,1067
264,NOTEBOOK_HP,64,1,5450
271,NOTEBOOK_HP,16,1,1402
275,TV_LG_54,49,1,3613
276,TV_LG_54,15,1,1335
279,MONITOR_SAMSUNG_24,86,1,7210
281,TECLADO_ESP,68,1,5770
284,TV_LG_54,108,1,8970
285,TECLADO_ESP,74,1,6250
286,CELULAR_MOTOG5,92,1,7690
287,CELULAR_MOTOG6,90,1,7530
288,TECLADO_ESP,31,1,2407
289,MOUSE_GENIUS,96,1,8010
290,NOTEBOOK_HP,39,1,2943
295,MONITOR_SAMSUNG_24,32,1,2474
297,MONITOR_SAMSUNG_24,29,1,2273
298,TV_LG_54,63,1,5370
301,TECLADO_ESP,39,1,2943
302,TECLADO_ESP,59,1,5050
303,MONITOR_SAMSUNG_24,11,1,1067
304,TV_LG_54,50,1,3680
309,CELULAR_MOTOG5,43,1,3211
311,MONITOR_SAMSUNG_24,92,1,7690
314,CELULAR_MOTOG5,10,1,1000
315,MONITOR_SAMSUNG_24,73,1,6170
316,TV_LG_54,93,1,7770
320,MONITOR_SAMSUNG_24,106,1,8810
321,NOTEBOOK_HP,107,1,8890
323,CELULAR_MOTOG6,101,1,8410
326,TV_LG_54,81,1,6810
